Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7425,WRC: FIA World Rally Championship,PS3,N/A,Racing,Black Bean Games,0,0.15,0.01,0.05,0.21,2,1,0,103557.85,0
7426,Angel Blade: Neo Tokyo Guardians,PS,1997,Role-Playing,On Demand,0.12,0.08,0,0.01,0.21,1,1,0,147168.28,1
7427,Threads of Fate,PS,1999,Role-Playing,SquareSoft,0.12,0.08,0,0.01,0.21,1,1,0,58844.84,1
7428,PoPoLoCrois Monogatari II,PS,2000,Role-Playing,Sony Computer Entertainment,0,0,0.2,0.01,0.21,1,0,0,18094.96,1
7429,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,GBA,2004,Platform,Konami Digital Entertainment,0,0,0.2,0.01,0.21,1,0,0,162515.17,0
7430,Vampire Rain,X360,2007,Action,Microsoft Game Studios,0.18,0,0.01,0.01,0.21,2,1,1,157921.25,0
7431,Way of the Samurai 3,X360,2009,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21,1,0,0,68701.73,0
7432,Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21,2,1,0,186778.89,0
7433,Unreal II: The Awakening,XB,2004,Shooter,Atari,0.17,0.04,0,0.01,0.21,2,1,0,66561.6,0
7434,Rumble Racing,PS2,2001,Racing,Electronic Arts,0.1,0.08,0,0.03,0.21,2,0,1,64831.36,0
7435,Spider-Man: Web of Shadows,PS2,2008,Action,Activision,0.1,0.08,0,0.03,0.21,1,1,1,6589.16,1
7436,Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,0.09,0,0.1,0.01,0.21,2,1,0,165370.66,0
7437,Batman Begins,XB,2005,Action,Electronic Arts,0.16,0.04,0,0.01,0.21,3,1,0,184758.17,1
7438,Just Dance: Greatest Hits,Wii,2012,Misc,Ubisoft,0.15,0.04,0,0.02,0.21,1,1,0,13911.27,1
7439,J-League Winning Eleven 10 + Europa League 06-07,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.21,0,0.21,1,1,1,34857.46,0
7440,Shrek: Reekin' Havoc,GBA,2003,Platform,TDK Mediactive,0.15,0.06,0,0,0.21,2,1,0,156192.43,0
7441,Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.21,2,0,0,53874.67,0
7442,Tales of Phantasia: Narikiri Dungeon X,PSP,2010,Role-Playing,Namco Bandai Games,0,0,0.21,0,0.21,1,0,0,100183.05,0
7443,JSRF: Jet Set Radio Future,XB,2002,Action,Sega,0.13,0.04,0.03,0.01,0.21,2,1,1,4493.12,0
7444,NHL Hitz 20-02,GC,2001,Sports,Midway Games,0.16,0.04,0,0.01,0.21,2,1,0,130610.78,0
7445,The Last Airbender,Wii,2010,Action,THQ,0.12,0.07,0,0.02,0.21,1,1,0,63340.65,0
7446,NCAA Football 2003,GC,2002,Sports,Electronic Arts,0.16,0.04,0,0.01,0.21,2,1,1,180066.59,0
7447,StokEd,X360,2009,Sports,Zushi Games,0.18,0.01,0,0.01,0.21,1,1,0,95273.73,1
7448,Rollcage,PS,1999,Racing,Psygnosis,0.12,0.08,0,0.01,0.21,1,1,1,53511.74,0
7449,ESPN Winter X Games: Snowboarding 2002,PS2,2000,Sports,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21,2,1,1,109685.61,0
7450,Project: Snowblind,PS2,2005,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21,1,0,0,75664.56,1
7451,Tony Hawk's Motion,DS,2008,Sports,Activision,0.19,0,0,0.02,0.21,2,1,1,71972.95,0
7452,Super Robot Taisen K,DS,2009,Strategy,Namco Bandai Games,0,0,0.21,0,0.21,2,1,1,23702.42,0
7453,Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,0.12,0.08,0,0.01,0.21,2,0,0,112572.02,0
7454,LEGO The Hobbit,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.03,0.13,0,0.05,0.21,2,0,0,62424.46,0
7455,Rayman Legends,PSV,2014,Platform,Ubisoft,0.03,0.12,0,0.05,0.21,3,1,1,131238.37,1
7456,Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing,Namco Bandai Games,0.19,0,0,0.02,0.21,2,1,1,184350.78,0
7457,Wacky Races: Crash & Dash,DS,2008,Racing,Eidos Interactive,0.19,0,0,0.01,0.21,1,0,1,13999.64,1
7458,I Spy: Castle,DS,2011,Puzzle,Scholastic Inc.,0.19,0,0,0.01,0.21,2,1,0,168152.76,0
7459,Shin Megami Tensei: Persona 3 (jp sales),PS2,2006,Role-Playing,Tecmo Koei,0,0,0.21,0,0.21,4,1,0,35640.12,1
7460,Greg Hastings Paintball 2,X360,2010,Shooter,Majesco Entertainment,0.19,0,0,0.01,0.21,1,1,1,120088.17,0
7461,Evil Dead: Regeneration,PS2,2005,Action,THQ,0.1,0.08,0,0.03,0.21,2,1,1,74346.11,0
7462,Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai Games,0.11,0.08,0,0.02,0.21,2,1,0,2955.46,0
7463,NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0,0,0.02,0.21,2,0,1,146504.35,0
7464,NHL 2003,XB,2002,Sports,Electronic Arts,0.15,0.04,0,0.01,0.21,1,1,1,149602.54,0
7465,Marvel Super Hero Squad: Comic Combat,PS3,2011,Action,THQ,0.11,0.07,0,0.03,0.21,1,1,0,53020.9,0
7466,X-Men: Children of the Atom,SAT,1995,Fighting,Acclaim Entertainment,0,0,0.21,0,0.21,1,1,0,41788.25,1
7467,Barbie Fashion Show: An Eye for Style,DS,2008,Misc,Activision,0.19,0,0,0.02,0.21,1,0,1,74849.46,0
7468,Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,0.19,0,0,0.02,0.21,1,1,1,134417.31,0
7469,Yarudora Series Vol. 2: Kisetsu wo Dakishimete,PS,1998,Adventure,Sony Computer Entertainment,0,0,0.19,0.01,0.21,2,1,1,75837.58,0
7470,NHL 2K3,PS2,2002,Sports,Sega,0.1,0.08,0,0.03,0.21,2,1,1,54869.54,0
7471,Heisei Kyouiku linkai DS,DS,2006,Misc,Namco Bandai Games,0,0,0.21,0,0.21,1,1,0,35356.46,0
7472,SpongeBob SquarePants: Game Boy Advance Video Volume 3,GBA,2004,Misc,N/A,0.15,0.05,0,0,0.21,2,1,1,122141.13,0
7473,Pro Yaky? Spirits 2010,PS3,2010,Sports,Konami Digital Entertainment,0,0,0.21,0,0.21,1,0,1,119439.66,0
7474,The Naked Brothers Band: The Video Game,Wii,2008,Misc,THQ,0.19,0,0,0.01,0.21,2,1,0,81999.53,0
7475,Final Fight One,GBA,2001,Fighting,Ubisoft,0.09,0.03,0.08,0,0.21,1,1,1,120594.85,0
7476,Rune Factory: Tides of Destiny,Wii,2011,Role-Playing,Marvelous Interactive,0.14,0,0.06,0.01,0.21,1,1,0,120770.75,1
7477,The Amazing Spider-Man (Console Version),DS,2012,Action,Activision,0.15,0.04,0,0.01,0.21,1,0,0,134790.74,0
7478,NCAA Football 10,PSP,2009,Sports,Electronic Arts,0.19,0,0,0.02,0.21,2,1,0,100137.7,0
7479,Gallop Racer 2003: A New Breed,PS2,2002,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21,1,0,0,158325.87,1
7480,Dawn of Discovery,Wii,2009,Simulation,Ubisoft,0.13,0.06,0,0.02,0.21,2,1,0,70007.67,0
7481,BeyBlade VForce: Super Tournament Battle,GC,2002,Action,Atari,0.16,0.04,0,0.01,0.21,1,1,0,88659.07,0
7482,Outlaw Golf 2,XB,2004,Sports,Global Star,0.15,0.04,0,0.01,0.21,1,0,0,190889.13,0
7483,Little Battlers eXperience: Baku Boost,3DS,2012,Action,Nintendo,0,0,0.21,0,0.21,2,1,1,56646.28,0
7484,Anarchy Reigns,PS3,2012,Action,Sega,0.1,0.03,0.06,0.02,0.21,2,1,0,32999.1,0
7485,CSI: Deadly Intent,X360,2009,Adventure,Ubisoft,0.1,0.08,0,0.02,0.21,1,0,1,178235.37,1
7486,Defiance,PC,2013,Shooter,Trion Worlds,0.14,0.04,0,0.02,0.21,1,0,1,25448.31,0
7487,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,2011,Sports,Sega,0,0,0.21,0,0.21,2,1,0,84871.99,0
7488,LEGO Ninjago: Shadow of Ronin,3DS,2015,Action,Warner Bros. Interactive Entertainment,0.05,0.1,0.04,0.01,0.21,2,0,0,157822.54,0
7489,Bugs Bunny & Taz: Time Busters,PS,2000,Adventure,Infogrames,0.11,0.08,0,0.01,0.21,1,0,0,84383.22,1
7490,Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,0.17,0.02,0,0.02,0.21,1,1,0,119216.46,0
7491,Dragon Ball Z: Sagas,GC,2005,Fighting,Atari,0.16,0.04,0,0.01,0.21,1,1,0,82547.01,0
7492,Kung Fu Rider,PS3,2010,Action,Sony Computer Entertainment,0.06,0.1,0.01,0.04,0.21,1,1,1,86764.46,0
7493,Jikkyou Powerful Pro Yakyuu 2012,PS3,2012,Action,Konami Digital Entertainment,0,0,0.21,0,0.21,2,1,0,197372.13,0
7494,X2: Wolverine's Revenge,XB,2003,Platform,Activision,0.15,0.04,0,0.01,0.21,1,0,1,82872.64,1
7495,Power Rangers: Wild Force,GBA,2002,Action,THQ,0.15,0.05,0,0,0.21,2,1,1,129563.86,0
7496,The Wolf Among Us,PS4,2014,Adventure,Telltale Games,0.1,0.07,0,0.03,0.21,1,1,1,135388.89,0
7497,Thrillville,PSP,2006,Strategy,Atari,0.18,0,0,0.02,0.2,2,0,1,4497.55,0
7498,Battle of Giants: Dinosaurs Strike,Wii,2010,Strategy,Ubisoft,0.15,0.04,0,0.02,0.2,1,1,1,67885.37,0
7499,Attack on Titan (KOEI),PS4,2016,Action,Tecmo Koei,0.02,0.06,0.11,0.02,0.2,2,1,0,111471.55,0
7500,The King of Fighters '95,NG,1995,Fighting,SNK,0,0,0.2,0,0.2,2,1,1,134407.93,0
7501,Discovery Kids: Pony Paradise,DS,2009,Simulation,505 Games,0.19,0,0,0.01,0.2,1,1,0,108258.22,1
7502,Mary-Kate and Ashley: Girls Night Out,GBA,2002,Misc,Acclaim Entertainment,0.15,0.05,0,0,0.2,2,1,0,197528.62,0
7503,Cabela's North American Adventures,Wii,2010,Sports,Activision,0.19,0,0,0.01,0.2,1,1,1,139761.25,0
7504,Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,0.17,0.01,0,0.02,0.2,1,1,0,136119.96,1
7505,Beyblade G-Revolution,GBA,2004,Action,Atari,0.15,0.05,0,0,0.2,2,1,1,197812.16,0
7506,WWE All Stars,Wii,2011,Fighting,THQ,0.11,0.07,0,0.02,0.2,1,1,1,51972.92,1
7507,Trade & Battle: Card Hero,GB,2000,Strategy,Nintendo,0,0,0.2,0,0.2,2,1,0,99341.87,0
7508,World Championship Cards,PSP,2008,Misc,Crave Entertainment,0.19,0,0,0.02,0.2,1,0,1,171345.02,1
7509,You Don't Know Jack,X360,2011,Misc,THQ,0.19,0,0,0.01,0.2,1,1,0,119056.68,1
7510,Chronicles of Mystery: Curse of the Ancient Temple,DS,2009,Adventure,City Interactive,0.07,0.11,0,0.02,0.2,2,1,1,172601.62,0
7511,NBA Live 15,XOne,2014,Sports,Electronic Arts,0.17,0.02,0,0.02,0.2,2,0,1,104936.88,0
7512,Capcom Fighting Evolution,PS2,2004,Fighting,Capcom,0.1,0.08,0,0.03,0.2,2,1,1,159044.1,0
7513,Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,0.16,0.03,0,0.01,0.2,1,1,0,83263.06,0
7514,SD Gundam GNext,SNES,1995,Strategy,Namco Bandai Games,0,0,0.2,0,0.2,2,1,1,130910.78,0
7515,Backyard NFL Football 2006,PS2,2005,Sports,Atari,0.1,0.08,0,0.03,0.2,1,1,0,126336.72,0
7516,NASCAR Heat 2002,XB,2001,Racing,Infogrames,0.15,0.04,0,0.01,0.2,1,1,0,27980.8,1
7517,Planet 51,Wii,2009,Action,Sega,0.17,0.02,0,0.02,0.2,1,1,1,47880.71,0
7518,Sloane to MacHale no Nazo no Monogatari,DS,2009,Puzzle,Level 5,0,0,0.2,0,0.2,1,1,0,73882.49,0
7519,DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,0.11,0.08,0,0.02,0.2,1,1,0,162960.05,1
7520,My Fitness Coach 2: Exercise and Nutrition,Wii,2009,Sports,Black Bean Games,0.14,0.04,0,0.02,0.2,2,1,1,68807.47,0
7521,Sengoku Basara 2 Heroes,PS2,2007,Action,Capcom,0,0,0.2,0,0.2,2,1,0,144039.05,0
7522,Buzz! The Schools Quiz,PS2,2008,Misc,Sony Computer Entertainment,0,0.02,0,0.19,0.2,1,1,1,151192.18,0
7523,Two Worlds II,PC,2011,Role-Playing,Unknown,0.09,0.09,0,0.03,0.2,1,0,0,120225.62,0
7524,Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2,3,0,0,56118.81,1
7525,NCAA March Madness 06,XB,2005,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2,2,0,1,130853.03,0
7526,Major League Baseball 2K11,PS3,2011,Sports,Take-Two Interactive,0.15,0.03,0,0.02,0.2,1,1,1,185156.94,0
7527,Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,Namco Bandai Games,0.06,0,0.14,0.01,0.2,1,0,1,35671.45,0
7528,Phantasy Star Online,DC,2000,Role-Playing,Sega,0,0,0.2,0,0.2,2,1,1,59568.24,0
7529,Crazy Taxi 3: High Roller,XB,2002,Racing,Sega,0.14,0.04,0.02,0.01,0.2,2,0,0,139911.58,0
7530,Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2,1,1,0,56770.76,0
7531,Just Dance 2: Extra Songs,Wii,2011,Misc,Ubisoft,0,0.17,0,0.03,0.2,1,1,1,157564.75,0
7532,Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive,0.15,0.04,0,0.01,0.2,1,0,1,131473.31,0
7533,International Superstar Soccer 2000,PS2,2000,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,1,0,0,90424.09,0
7534,"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ,0.09,0.09,0,0.03,0.2,2,0,1,156660.21,0
7535,CandyLand / Chutes & Ladders / Memory,GBA,2005,Misc,Zoo Digital Publishing,0.15,0.05,0,0,0.2,3,0,0,88372.69,1
7536,The Bible Game,PS2,2005,Misc,Crave Entertainment,0.1,0.08,0,0.03,0.2,2,1,1,46200.71,0
7537,Drift King Shutokou Battle '94,SNES,1994,Racing,BPS,0,0,0.2,0,0.2,1,1,0,160548.12,0
7538,Shining Blade,PSP,2012,Role-Playing,Sega,0,0,0.2,0,0.2,1,1,0,1262.83,1
7539,Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.05,0.09,0.02,0.2,1,1,1,188639.28,0
7540,Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,0.06,0.05,0.08,0.02,0.2,2,1,0,14665.28,0
7541,The Ultimate Red Ball Challenge,Wii,2009,Misc,Mindscape,0,0.19,0,0.01,0.2,1,1,0,156868.21,0
7542,PBR: Out of the Chute,PS2,2008,Sports,Crave Entertainment,0.1,0.08,0,0.03,0.2,1,1,0,30461.55,0
7543,The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,0.1,0.08,0,0.03,0.2,2,1,1,123885.88,0
7544,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,PS2,2003,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,2,1,1,60688.38,0
7545,Arcana Heart 3,PS3,2011,Fighting,PQube,0.04,0.05,0.1,0.02,0.2,2,1,0,21785.91,0
7546,Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,0.06,0.08,0.05,0.01,0.2,1,0,0,188135.69,0
7547,Deal or No Deal: The Banker is Back!,DS,2008,Misc,Mindscape,0,0.2,0,0,0.2,2,1,0,154364.66,0
7548,Jillian Michaels' Fitness Adventure,X360,2011,Misc,505 Games,0.17,0.02,0,0.01,0.2,2,1,0,61312.15,0
7549,MLB 10: The Show,PSP,2010,Sports,Sony Computer Entertainment,0.19,0,0,0.02,0.2,1,1,1,47454.93,0
7550,State of Decay,XOne,2015,Strategy,Microsoft Game Studios,0.14,0.05,0,0.02,0.2,2,0,1,121102.9,0
7551,Ashes Cricket 2009,X360,2009,Sports,Codemasters,0,0.19,0,0.01,0.2,1,1,0,137419.87,1
7552,Saturday Night Speedway,PS2,2004,Racing,Play It,0.1,0.08,0,0.03,0.2,1,1,1,157664.02,0
7553,Bratz: Rock Angelz,GC,2005,Misc,THQ,0.16,0.04,0,0.01,0.2,2,1,0,148689.65,0
7554,Langrisser III,SAT,1996,Strategy,NCS,0,0,0.2,0,0.2,1,1,1,39789.62,0
7555,Samurai Spirits (CD),NG,1994,Fighting,SNK,0,0,0.2,0,0.2,1,1,1,165162.4,0
7556,MLB SlugFest 20-03,XB,2002,Sports,Midway Games,0.15,0.04,0,0.01,0.2,2,0,0,137674.55,1
7557,Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,Namco Bandai Games,0.13,0.03,0.03,0.02,0.2,2,1,0,101371.72,0
7558,Spectrobes: Origins,Wii,2009,Role-Playing,Disney Interactive Studios,0.16,0.02,0,0.02,0.2,3,1,1,65066.48,1
7559,Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,2,1,0,107876.91,0
7560,Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,0.1,0.08,0,0.03,0.2,2,1,0,111180.3,1
7561,Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision,0.16,0.03,0,0.02,0.2,2,1,0,115650.63,0
7562,From TV Animation One Piece: Grand Battle! 3,GC,2003,Fighting,Namco Bandai Games,0,0,0.2,0.01,0.2,1,1,1,165035.17,0
7563,Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.1,0.08,0,0.02,0.2,2,1,0,193746.55,0
7564,Rocket Power: Zero Gravity Zone,GBA,2003,Sports,THQ,0.14,0.05,0,0,0.2,1,1,0,58458.26,0
7565,Le Mans 24 Hours,PS2,2001,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2,2,0,1,52332.85,0
7566,XCOM 2,PC,2016,Strategy,Take-Two Interactive,0.09,0.1,0,0.02,0.2,1,1,1,75959.1,1
7567,International Cricket 2010,PS3,2010,Sports,Codemasters,0,0.15,0,0.05,0.2,1,1,0,123.07,1
7568,ESPN MLB Baseball,PS2,2004,Sports,Sega,0.1,0.08,0,0.03,0.2,1,1,0,167066.95,1
7569,Neighborhood Games,Wii,2009,Misc,THQ,0.17,0.02,0,0.01,0.2,4,0,0,117572.59,1
7570,All Star Pro-Wrestling,PS2,2000,Fighting,SquareSoft,0,0,0.2,0,0.2,2,1,1,7166.71,0
7571,Way of the Samurai 4,PS3,2011,Action,Nippon Ichi Software,0,0.03,0.16,0.01,0.2,1,1,1,137173.39,0
7572,Clive Barker's Jericho,PS3,2007,Shooter,Codemasters,0.17,0.01,0,0.02,0.2,3,1,0,116442.42,1
7573,Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,0.14,0.05,0,0,0.2,3,1,1,32421.32,1
7574,Captain America: Super Soldier,PS3,2011,Action,Sega,0.1,0.07,0,0.03,0.2,2,0,1,104665.79,0
7575,MLB 12: The Show,PSV,2012,Sports,Sony Computer Entertainment,0.18,0,0,0.02,0.2,2,1,0,44215.86,0
7576,The Fairly Odd Parents: Shadow Showdown,GC,2004,Platform,THQ,0.16,0.04,0,0.01,0.2,1,1,0,20164.47,0
7577,NHL 17,PS4,2016,Sports,Electronic Arts,0.13,0.04,0,0.04,0.2,1,1,1,26691.31,0
7578,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,1996,Shooter,Namco Bandai Games,0,0,0.2,0,0.2,1,0,1,107955.67,0
7579,Camping Mama: Outdoor Adventures,DS,2011,Simulation,505 Games,0.13,0.06,0,0.02,0.2,1,1,1,150048.37,0
7580,Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,2012,Action,Sega,0,0,0.2,0,0.2,2,1,0,192255.15,0
7581,NBA 2K2,XB,2002,Sports,Sega,0.15,0.04,0,0.01,0.2,1,0,0,173245.68,0
7582,X2: Wolverine's Revenge,GBA,2003,Platform,Activision,0.14,0.05,0,0,0.2,1,0,1,121457.88,1
7583,7th Dragon 2020,PSP,2011,Role-Playing,Sega,0,0,0.2,0,0.2,2,1,1,104804.74,0
7584,Cars,XB,2006,Racing,THQ,0.15,0.04,0,0.01,0.2,1,0,0,69767.14,0
7585,Taiko no Tatsujin: Waku Waku Anime Matsuri,PS2,2003,Misc,Namco Bandai Games,0,0,0.2,0,0.2,2,1,0,178373.43,0
7586,Imagine: Babyz Fashion,DS,2009,Simulation,Ubisoft,0.19,0,0,0.01,0.2,2,0,0,99924.04,0
7587,Spy Hunter,GC,2002,Racing,Midway Games,0.16,0.04,0,0.01,0.2,1,1,1,49594.19,1
7588,Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.02,0,0.18,0,0.2,1,1,1,186071.14,0
7589,Dead to Rights II,PS2,2005,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.2,1,1,0,77511.45,0
7590,Super Dodge Ball Advance,GBA,2001,Sports,Ubisoft,0.14,0.05,0,0,0.2,2,1,1,54816.57,0
7591,Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996,Role-Playing,ArtDink,0.06,0.04,0.09,0.01,0.2,2,0,1,61290.99,0
7592,Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2,3,1,1,191821.35,1
7593,Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.1,0.08,0,0.03,0.2,1,0,1,156768.45,0
7594,"Ni Hao, Kai-lan: New Year's Celebration",DS,2009,Misc,Take-Two Interactive,0.19,0,0,0.01,0.2,1,1,0,73731.32,0
7595,Press Your Luck 2010 Edition,DS,2009,Misc,Ubisoft,0.19,0,0,0.01,0.2,1,1,0,122190.22,0
7596,Treasure World,DS,2009,Simulation,Aspyr,0.19,0,0,0.01,0.2,2,1,1,123509.01,0
7597,Front Mission Evolved,X360,2010,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2,1,1,0,8199.5,0
7598,Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,0.1,0.08,0,0.02,0.2,2,1,1,14113.11,0
7599,MDK,PS,1997,Shooter,Interplay,0.11,0.08,0,0.01,0.2,2,0,0,51705.01,0
7600,Monster Jam,X360,2007,Racing,Activision,0.18,0,0,0.02,0.2,1,1,0,161937.62,1
7601,Afro Samurai,PS3,2009,Action,Atari,0.12,0.05,0,0.03,0.2,1,1,0,120892.96,1
7602,Rock Band Track Pack: Classic Rock,PS2,2009,Misc,MTV Games,0.1,0.08,0,0.03,0.2,1,1,1,65035.02,0
7603,Zone of the Enders HD Collection,X360,2012,Simulation,Konami Digital Entertainment,0.14,0.04,0.01,0.02,0.2,1,0,1,164257.37,0
7604,Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,0.15,0.04,0,0.01,0.2,1,1,0,51987.99,0
7605,Speed Punks,PS,1998,Racing,Sony Computer Entertainment,0.11,0.08,0,0.01,0.2,2,1,0,10899.63,1
7606,The Legend of Heroes VII: The Trail of Blue,PSP,2011,Role-Playing,Falcom Corporation,0,0,0.2,0,0.2,1,1,0,177355.8,1
7607,No More Heroes: Heroes' Paradise,PS3,2010,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.2,2,0,1,63889.1,0
7608,Mahjongg Mysteries: Ancient Egypt,DS,2010,Puzzle,Avanquest,0.07,0.11,0,0.02,0.2,3,1,1,176433.6,0
7609,Saints Row IV,XOne,2015,Action,Deep Silver,0.1,0.09,0,0.02,0.2,2,1,0,81313.51,0
7610,Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,0.1,0.08,0,0.02,0.2,2,0,1,13998.88,0
7611,MVP Baseball 2003,XB,2003,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2,1,1,0,5771.56,0
7612,CSI: Unsolved!,DS,2010,Adventure,Ubisoft,0.13,0.06,0,0.02,0.2,1,1,1,42693.65,0
7613,Star Wars: Battlefront,PC,2004,Shooter,LucasArts,0.06,0.12,0,0.02,0.2,2,0,0,90839.61,0
7614,NCAA Final Four 2004,PS2,2003,Sports,Sony Computer Entertainment,0.1,0.08,0,0.03,0.2,1,1,1,54144.01,0
7615,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disney Interactive Studios,0.15,0.04,0,0.01,0.2,2,1,1,184312.88,0
7616,Tigger's Honey Hunt,N64,2000,Platform,Ubisoft,0.16,0.04,0,0,0.2,2,1,0,20306.79,0
7617,Famista 64,N64,N/A,Sports,Namco Bandai Games,0,0,0.17,0.03,0.2,1,1,1,128256.18,0
7618,Roadsters 99,N64,1999,Racing,Titus,0.06,0.13,0,0.01,0.2,2,1,0,182720.07,0
7619,Magical Tetris Challenge,N64,1997,Puzzle,Activision,0.13,0.02,0.05,0,0.2,2,0,1,4082.52,0
7620,Twisted Edge Extreme Snowboarding,N64,1998,Sports,Kemco,0.16,0.04,0,0,0.2,2,0,0,102233.73,0
7621,Disney's Tarzan,N64,2000,Platform,Activision,0.16,0.04,0,0,0.2,2,1,0,132002.83,0
7622,South Park Rally,N64,2000,Racing,Acclaim Entertainment,0.16,0.04,0,0,0.2,2,1,0,126838.7,0
7623,Body Harvest,N64,1998,Shooter,Gremlin Interactive Ltd,0.16,0.04,0,0,0.2,2,0,0,181461.46,0
7624,San Francisco Rush 2049,N64,2000,Racing,Midway Games,0.16,0.04,0,0,0.2,2,1,0,195325.74,0
7625,Super Robot Taisen 64,N64,1999,Strategy,Banpresto,0,0,0.2,0,0.2,2,0,1,29132.43,0
7626,Snowboard Kids,N64,1996,Sports,Atlus,0.16,0.04,0,0,0.2,2,1,1,131804.86,0
7627,NBA 07,PSP,2006,Sports,Sony Computer Entertainment,0.18,0,0,0.02,0.2,1,1,1,173784.04,0
7628,IHRA Drag Racing 2004,XB,2003,Racing,Bethesda Softworks,0.15,0.04,0,0.01,0.2,2,1,0,26249.86,0
7629,Shining Hearts,PSP,2010,Role-Playing,Sega,0,0,0.2,0,0.2,1,1,1,182650.15,0
7630,Magical ZhuZhu Princess: Carriages & Castles,DS,2011,Simulation,Activision,0.14,0.04,0,0.02,0.2,1,1,0,196582.55,0
7631,Code of Princess,3DS,2012,Action,Agatsuma Entertainment,0.16,0,0.03,0.01,0.2,1,0,0,141977.54,1
7632,Tomb Raider: Underworld,DS,2008,Action,Eidos Interactive,0.16,0.03,0,0.02,0.2,2,1,1,55313.51,0
7633,The Con,PSP,2005,Fighting,Sony Computer Entertainment,0.18,0,0,0.02,0.2,1,1,1,62944.75,0
7634,Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.09,0.08,0,0.03,0.2,1,1,0,72375.03,0
7635,Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,2002,Misc,Sammy Corporation,0,0,0.2,0,0.2,1,0,0,188324.01,1
7636,Namco Museum: 50th Anniversary,GBA,2005,Misc,Namco Bandai Games,0.14,0.05,0,0,0.2,2,0,1,133403.07,0
